title,release_date,runtime,genre/s,description,image,trailer,actors,director,writers
Shutter Island,"
19 de febrero de 2010
",PT02H17M00S,Suspense,"En 1954 el agente Teddy Daniels (Leonardo DiCaprio) y su compañero Check Aule (Mark Ruffalo) son enviados a la isla de Shutter Island a investigar en un hospital psiquiátrico donde están internados peligrosos criminales. Una de las pacientes, Rachel Solando (Emily Mortimer / Patricia Clarkson), ha desaparecido misteriosamente. ¿Cómo pudo salir de una celda cerrada desde el exterior? El único indicio encontrado en la habitación es un trozo de papel en el que se pueden leer una serie de cifras y letras sin significado aparente. Los agentes tendrán que desentrañar si se trata de una obra incoherente de una enferma mental o de un criptograma que guarda un mensaje oculto.
Martin Scorsese ('El lobo de Wall Street', 'La tercera orilla') es el encargado de dirigir esta apasionante historia, contando con la activa colaboración de Laeta Kalogridis para llevar a cabo el guion del filme basándose en todo momento en la novela publicada en su día por el escritor Dennis Lehane. El reparto está integrado por varios intérpretes de la talla de Leonardo DiCaprio ('El gran Gatsby', 'Django desencadenado') o Mark Ruffalo ('Foxcatcher', 'The Normal Heart').",/movie_images/Shutter Island.jpg,https://www.sensacine.com/peliculas/pelicula-132039/trailer-18916212/,"Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Michelle Williams",Martin Scorsese,"Laeta Kalogridis,Dennis Lehane"
El indomable Will Hunting,"
6 de marzo de 1998
",PT02H06M00S,Drama,"Will Hunting (Matt Damon, &quot;Más allá de la vida&quot;) es un joven rebelde que aún teniendo una gran capacidad intelectual se dedica a meterse en problemas con su mejor amigo (Ben Affleck, &quot;Argo&quot;). Will trabaja como empleado de mantenimiento en una universidad, y un día resuelve un complejo ejercicio de matemáticas que estaba en la pizarra. Este hecho hará que el profesor Gerald Lambeau (Stellan Skarsgard, &quot;Los hombres que no amaban a las mujeres&quot;) quiera localizar al genio.Tras una reyerta en un bar el joven ingresa en prisión. El profesor le ofrece un trato: si le ayuda a resolver complejos problemas de matemáticas podrá salir de la cárcel bajo su tutela, de lo contrario tendrá que quedarse a cumplir su condena. El profesor le presentará a Sean McGuire (Robin Williams, &quot;Dos canguros muy maduros&quot;) un terapeuta que le ayudará a resolver sus conflictos internos y a superar la rebeldía que le caracteriza.",/movie_images/El indomable Will Hunting.jpg,https://www.sensacine.com/peliculas/pelicula-363/trailer-19464217/,"Matt Damon,Robin Williams,Ben Affleck,Minnie Driver",Gus Van Sant,"Ben Affleck,Matt Damon"
Drácula de Bram Stoker,"
15 de enero de 1993
",PT02H08M00S,"Drama,Terror,Romántico","En 1890, el abogado Jonathan Harker (Keanu Reeves) tiene que viajar a Transilvania, al este de Europa, para solucionar con un tal conde Drácula (Gary Oldman) unos aspectos del contrato de la casa que acababa de adquirir en Londres.El Conde no es el tipo de hombre que el joven Harker esperaba conocer. Debajo de su enigmática apariencia se esconde su verdadera identidad, la de un vampiro resentido que perdió al amor de su vida, Elisabeta, hacía cuatrocientos años. Durante el trato con el abogado, el Conde ve una fotografía de este con su prometida Mina (Winona Ryder), a la que saca un tremendo parecido con su fallecida. Cegado por los recuerdos que le trae esta chica y por el deseo de conocerla, Drácula abandona su residencia de Transilvania y se dirige a Londres, donde acabará aterrorizando a los conocidos de Harker y Mina, sobre todo a la mejor amiga de esta última, a la que intenta absorberle la vida.",/movie_images/Drácula de Bram Stoker.jpg,https://www.sensacine.com/peliculas/pelicula-5434/trailer-19434076/,"Gary Oldman,Winona Ryder,Keanu Reeves,Anthony Hopkins",Francis Ford Coppola,"James V. Hart,Bram Stoker"
Mi nombre es Khan,"
28 de mayo de 2010
",PT02H45M00S,"Drama,Bollywood","Las dos superestrellas de Bollywood, Shah Rukn Knan y Kajol Devgan, encarnan a los protagonistas de la historia principal en “Mi nombre es Knan”. Rizwan Knan sufre el síndrome de Asperger desde que era niño. Ya convertido en adulto, Knan se enamora perdidamente de Mandira, una madre soltera que vive en Estados Unidos. Debido a su discapacidad Knan es detenido, según las autoridades americanas, por su conducta sospechosa. El protagonista luchará hasta el final para limpiar su nombre del presunto delito de terrorismo del que se le acusa.",/movie_images/Mi nombre es Khan.jpg,https://www.sensacine.com/peliculas/pelicula-175624/trailer-19110052/,"Shah Rukh Khan,Kajol Devgn,Shane Harper,Mel Fair",Karan Johar,"Shibani Bathija,Niranjan Iyengar,Niranjan Iyengar"
Toro salvaje,"
20 de marzo de 1981
",PT02H09M00S,"Drama,Biografía","Joey la Motta (Joe Pesci) es un manager que dirige la carrera de su hermano Jake (Robert De Niro), un joven boxeador que aspira a convertirse en el campeón de los pesos medios. Gracias a un entrenamiento exhaustivo y al trabajo de marketing de su hermano, Jake ha subido varios peldaños de la empinada escalera del éxito. Sin embargo, sus frustraciones sexuales y complejos psicológicos le afectan profundamente, y ya ha experimentado algún arranque de violencia fuera del ring.Mientras tanto, Joey ve como su matrimonio empieza a desmoronarse debido a sus escarceos y salidas con otras mujeres. Por si fuera poco, la mafia acaba de interesarse en él y le amenaza con acabar con él si no amaña algunos combates.Todo se complica cuando Jake alcanza el éxito deseado, pero esto no hace más que empeorar su actitud. Paranoico, Jake comienza a sentir unos celos obsesivos por Joey. Poco a poco irá cayendo en un vacío que podría destruir su vida y su mente para siempre.",/movie_images/Toro salvaje.jpg,https://www.sensacine.com/peliculas/pelicula-950/trailer-19547901/,"Robert De Niro,Cathy Moriarty,Joe Pesci,Frank Vincent",Martin Scorsese,"Paul Schrader,Mardik Martin,Jake La Motta"
El libro de la vida,"
20 de febrero de 2015
",PT01H35M00S,"Animación,Comedia,Familia","Del productor Guillermo del Toro, llega El libro de la vida,&amp;nbsp;película de animación dirigida por Jorge R. Gutiérrez. Con un estilo visual único, contará las aventuras de Manolo,&amp;nbsp;un torero enamorado de una bella mujer llamada María, que ha de decidir entre su familia y su mayor pasión: la música. Antes de elegir qué camino tomar, Manolo se embarcará en un increíble viaje que abarcará tres mundos fantásticos, en los que deberá encararse a sus peores pesadillas y miedos. Como telón de fondo, la película&amp;nbsp;nos situará en México en el trascurso de la conocida tradición del Día de los Muertos.El libro de la vida nos anima a celebrar el pasado, sin olvidar lo que está por llegar en el futuro.Algunos de los actores que pondrán la voz a los personajes de la película son Diego Luna, Zoe Saldana, Channing Tatum o Ron Perlman.",/movie_images/El libro de la vida.jpg,https://www.sensacine.com/peliculas/pelicula-203878/trailer-19538672/,,Jorge R. Gutierrez,"Jorge R. Gutierrez,Douglas Langdale"
El show de Truman (Una vida en directo),"
30 de octubre de 1998
",PT01H43M00S,"Drama,Comedia","Truman Burbank (Him Carrey), un hombre risueño que cree tener la vida perfecta, es, sin saberlo, el protagonista de un programa de televisión seguido por millones de espectadores. Las cámaras siempre han estado ahí, escondidas, al acecho... Desde sus primeros pasos, pasando por la caída de su primer diente, hasta su primer amor. Los escenarios, las personas que conoce, hasta su esposa Meryl (Laura Linney) y su mejor amigo, Marlon (Noah Emmerich), son productos de la ficción. Un buen día, Truman empieza a sospechar de la farsa. Aunque en un principio ni él mismo se lo cree, finalmente descubre que, en efecto, forma parte de un show de televisión. Las cosas empeoran cuando se entera de que el accidente de su padre en el mar en realidad fue un montaje para dotar de dramatismo su vida. Truman, desesperado, inicia un viaje en busca del creador del show, Christof (Ed Harris). Necesita respuestas.",/movie_images/El show de Truman (Una vida en directo).jpg,https://www.sensacine.com/peliculas/pelicula-18671/trailer-19479838/,"Jim Carrey,Laura Linney,Natascha McElhone,Ed Harris",Peter Weir,Andrew Niccol
El castillo ambulante,"
3 de marzo de 2006
",PT01H59M00S,"Animación,Fantasía","Una hacendosa joven llamada Sophie, trabaja sin descanso en la tienda de sombreros de su familia. Un día se topa con Howl un misteriosos y atractivo mago que esconde algo. Este inocente encuentro, enfurece a la Bruja de las Landas y arroja un maleficio contra la inocente joven, convirtiéndola en una anciana de 90 años. Sophie está desesperada y como no puede pedir ayuda a su familia o amigos porque no la reconocen, decide huir en busca de Howl. Sus esfuerzos por romper la maldición la conducen al Castillo ambulante, donde la ayudarán el aprendiz Markl y el guardián Calcifer. Junto a ellos y a Howl, Sophie vivirá emocionantes aventuras hasta toparse de nuevo con la temida bruja.",/movie_images/El castillo ambulante.jpg,https://www.sensacine.com/peliculas/pelicula-50409/trailer-19423925/,,Hayao Miyazaki,"Hayao Miyazaki,Cindy Davis Hewitt,Diana Wynne Jones"
Alicia en el País de las Maravillas,"
17 de abril de 1954
",PT01H13M00S,"Animación,Aventura,Fantasía","Producida por Walt Disney, combina elementos presentes tanto en el famoso libro de Lewis Carroll como en su continuación, A través del espejo y lo que Alicia encontró allí. El filme arranca con una aburrida Alicia inmersa en sus propios pensamientos mientras su hermana le imparte una clase de Historia. El sopor hará que se quede dormida. De pronto, verá a un conejo con un reloj y saldrá corriendo tras él para ver hacia dónde se dirige. Le pierde la pista tras una madriguera, pero al franquearla, la niña caerá por un agujero que la conducirá directamente al País de las Maravillas. Será allí donde conozca un singular mundo animal, no solo al Conejo Blanco al que ha seguido, sino a El Sombrerero loco, a la fumadora Oruga azul, al Gato de Cheshire y a la malvada Reina de Corazones. Alicia asistirá también a un evento muy especial, un &quot;no-cumpleaños&quot;.",/movie_images/Alicia en el País de las Maravillas.jpg,https://www.sensacine.com/peliculas/pelicula-27098/trailer-19564808/,,"Hamilton Luske,Wilfred Jackson,Clyde Geronomi","winston Hiblier,Joe Rinaldi,Joe Grant,Ted Sears,Bill Peet,Winston Hibler,William Cottrell,Lewis Carroll"
El Truco Final (El Prestigio),"
12 de enero de 2007
",PT02H08M00S,"Suspense,Drama","Dos magos extraordinarios se convierten en enemigos irreconciliables al desencadenarse entre ellos una intensa rivalidad para descubrir los secretos del otro y superarle en su propio terreno, con consecuencias peligrosas, engañosas y mortales. Truco a truco, espectáculo a espectáculo, se va fraguando su feroz competición que ya no conoce límites.",/movie_images/El Truco Final (El Prestigio).jpg,https://www.sensacine.com/peliculas/pelicula-108998/trailer-19400798/,"Hugh Jackman,Christian Bale,Michael Caine,Scarlett Johansson",Christopher Nolan,"Christopher Nolan,Jonathan Nolan,Christopher Priest"
La teoría del todo,"
16 de enero de 2015
",PT02H03M00S,"Biografía,Drama","La cinta gira en torno a la vida de Stephen Hawking (Eddie Redmayne, 'Los miserables'), el importante teórico y divulgador científico que cambió la historia de la ciencia y la tecnología moderna para siempre. La película se centrará en la relación que mantuvo el británico con Jane Wilde (Felicity Jones, 'The Amazing Spider-Man 2'), su primera mujer, con quien contrajo matrimonio después de que le diagnosticaran una enfermedad por la que no le quedaban más de dos años de vida.&amp;nbsp;",/movie_images/La teoría del todo.jpg,https://www.sensacine.com/peliculas/pelicula-222221/trailer-19539202/,"Eddie Redmayne,Felicity Jones,Tom Prior,Harry Lloyd",James Marsh,Anthony McCarten
Enredados (Rapunzel),"
4 de febrero de 2011
",PT01H41M00S,"Animación,Familia","Rapunzel es una princesa que fue secuestrada y encerrada en lo alto de un torreón cuando tan sólo era una recién nacida. Años después, la protagonista ha crecido y se ha convertido en una hermosísima adolescene valiente y decidida, con una cabellera de 21 metros de largo además. Tras tanto tiempo allí metida sin saber nada del exterior, ve llegado el momento de escapar.Flynn Rider, por su parte, es uno de los bandidos más buscados del reino, un buscavidas arrogante y encantador que huyendo de la justicia va a parar a la torre donde mora Rapunzel. Sus destinos se cruzan por puro azar, y ambos hacen un pacto.A partir de entonces, Flynn y Rapunzel vivirán una asombrosa aventura en la que se verán inmersos un caballo de gran olfato, un camaleón sobreprotector y de mal carácter, una pandilla de matones que no es lo que parece, y la peligrosa madrastra de la protagonista.Entrañable película de animación basada en el célebre cuento de los Hermanos Grimm, que cuenta con una gran banda sonora compuesta por canciones originales de Alan Menken ('El rey león').",/movie_images/Enredados (Rapunzel).jpg,https://www.sensacine.com/peliculas/pelicula-135523/trailer-19121055/,,"Byron Howard,Nathan Greno","Dan Fogelman,Barbara Tissier,Houria Belhadji"
Toy Story 2: Los juguetes vuelven a la carga,"
21 de enero de 2000
",PT01H33M00S,"Animación,Aventura,Comedia,Familia,Fantasía","Woody, el vaquero con andar particular, sigue siendo el juguete favorito de Andy, incluso aunque hoy comparta su amistad con Buzz. En su papel de jefe de la banda, Woody protege y tranquiliza a todos los juguetes de la habitación porque todavía permanecen asustados ante la posibilidad de ser reemplazados por otros más novedosos tarde o temprano.Secuestrado por un coleccionista sin escrúpulos, Woody descubre que antes fue una verdadera estrella y se da cuenta de la enorme repercusión que alcanzó durante una época realmente gloriosa. Tras un sinfín de peripecias, se va a tener que enfrentar a la decisión más importante de su vida: volver con Andy y los juguetes o quedarse para convertirse en una rara pieza de museo. Sin lugar a dudas, el futuro de este entrañable personaje se encuentra totalmente en sus manos.",/movie_images/Toy Story 2: Los juguetes vuelven a la carga.jpg,https://www.sensacine.com/peliculas/pelicula-22323/trailer-19447142/,,"John Lasseter,Ash Brannon,Lee Unkrich","John Lasseter,Andrew Stanton,Rita Hsiao,Pete Docter,Ash Brannon,Chris Webb,Doug Chamberlin"
